file;minutes;volumes;fd_threshold;afni_dof
sub-24_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;66.0
sub-25_ses-1_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;50.0
sub-25_ses-1_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;68.0
sub-25_ses-2_task-MB4_setting-preproc_bold.nii.gz;9;781;0.4;10.0
sub-25_ses-2_task-SB_setting-preproc_bold.nii.gz;9;179;0.4;65.0
sub-01_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;53.0
sub-01_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-01_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;40.0
sub-01_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-02_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-02_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-02_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-02_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-03_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-03_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-03_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-03_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-04_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-04_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-04_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-04_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-05_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-05_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-05_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-05_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-06_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-06_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-06_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;81.0
sub-07_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;75.0
sub-07_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-07_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;75.0
sub-07_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;82.0
sub-08_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;83.0
sub-08_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-08_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-08_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-09_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-09_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-09_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-09_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-10_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;83.0
sub-10_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-10_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-10_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-11_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;82.0
sub-11_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;82.0
sub-11_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;81.0
sub-11_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-12_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-12_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-12_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-12_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-13_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;83.0
sub-13_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-13_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;83.0
sub-13_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;79.0
sub-14_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-14_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;82.0
sub-14_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;79.0
sub-14_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-15_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;60.0
sub-15_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-15_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;51.0
sub-15_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;76.0
sub-16_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-16_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;79.0
sub-16_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;83.0
sub-16_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-17_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;83.0
sub-17_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-17_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;83.0
sub-17_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-18_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;83.0
sub-18_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-18_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-18_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-19_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-19_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;80.0
sub-19_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;81.0
sub-19_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-20_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-20_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-20_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-21_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;83.0
sub-21_ses-1_task-SB_setting-preproc_bold.nii.gz;10;200;1.0;83.0
sub-21_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-21_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-22_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;82.0
sub-22_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-22_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;867;1.0;83.0
sub-22_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-23_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-23_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-23_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;76.0
sub-23_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-24_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;83.0
sub-24_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;83.0
sub-24_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;81.0
sub-25_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;80.0
sub-25_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;80.0
sub-25_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;1.0;81.0
sub-25_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;1.0;82.0
sub-01_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;
sub-01_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;75.0
sub-01_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;
sub-01_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;71.0
sub-02_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;82.0
sub-02_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-02_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;81.0
sub-02_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;81.0
sub-03_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;72.0
sub-03_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-03_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;75.0
sub-03_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-04_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;
sub-04_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;67.0
sub-04_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;18.0
sub-04_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;80.0
sub-05_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;82.0
sub-05_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;79.0
sub-05_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;83.0
sub-05_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;82.0
sub-06_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;54.0
sub-06_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;79.0
sub-06_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;69.0
sub-07_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;26.0
sub-07_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;54.0
sub-07_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;
sub-07_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;72.0
sub-08_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;21.0
sub-08_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-08_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;23.0
sub-08_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;78.0
sub-09_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;67.0
sub-09_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-09_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;74.0
sub-09_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-10_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;33.0
sub-10_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-10_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;48.0
sub-10_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;82.0
sub-11_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;
sub-11_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;76.0
sub-11_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;5.0
sub-11_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;79.0
sub-12_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;77.0
sub-12_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-12_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;76.0
sub-12_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-13_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;82.0
sub-13_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;68.0
sub-13_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;70.0
sub-13_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;58.0
sub-14_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;72.0
sub-14_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;
sub-14_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;10.0
sub-14_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;60.0
sub-15_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;
sub-15_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;71.0
sub-15_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;
sub-15_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;49.0
sub-16_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;49.0
sub-16_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;78.0
sub-16_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;71.0
sub-16_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;70.0
sub-17_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;75.0
sub-17_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-17_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;74.0
sub-17_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-18_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;74.0
sub-18_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;74.0
sub-18_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;73.0
sub-18_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;76.0
sub-19_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;
sub-19_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;62.0
sub-19_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;
sub-19_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;79.0
sub-20_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-20_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;81.0
sub-20_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-21_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;83.0
sub-21_ses-1_task-SB_setting-preproc_bold.nii.gz;10;200;0.4;83.0
sub-21_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;81.0
sub-21_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;83.0
sub-22_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;5.0
sub-22_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;67.0
sub-22_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;867;0.4;56.0
sub-22_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;76.0
sub-23_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;50.0
sub-23_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;76.0
sub-23_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;37.0
sub-23_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;80.0
sub-24_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;48.0
sub-24_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;80.0
sub-24_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;71.0
sub-25_ses-1_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;48.0
sub-25_ses-1_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;76.0
sub-25_ses-2_task-MB4_setting-preproc_bold.nii.gz;10;868;0.4;14.0
sub-25_ses-2_task-SB_setting-preproc_bold.nii.gz;10;199;0.4;71.0
sub-01_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;48.0
sub-01_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-01_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;50.0
sub-01_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-02_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-02_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-02_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-02_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-03_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-03_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-03_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-03_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-04_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-04_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-04_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-04_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-05_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-05_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-05_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-05_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-06_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-06_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-06_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;91.0
sub-07_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;87.0
sub-07_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-07_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;87.0
sub-07_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;92.0
sub-08_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;95.0
sub-08_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-08_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-08_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-09_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-09_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-09_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-09_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-10_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;95.0
sub-10_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-10_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-10_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-11_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;94.0
sub-11_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;92.0
sub-11_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;91.0
sub-11_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-12_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-12_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-12_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-12_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-13_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;95.0
sub-13_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-13_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;95.0
sub-13_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;89.0
sub-14_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-14_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;92.0
sub-14_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;91.0
sub-14_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-15_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;62.0
sub-15_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-15_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;63.0
sub-15_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;85.0
sub-16_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-16_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;89.0
sub-16_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;95.0
sub-16_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-17_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;95.0
sub-17_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-17_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;95.0
sub-17_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-18_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;95.0
sub-18_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-18_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-18_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-19_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-19_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;90.0
sub-19_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;93.0
sub-19_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-20_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-20_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-20_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-21_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;953;1.0;95.0
sub-21_ses-1_task-SB_setting-preproc_bold.nii.gz;11;220;1.0;95.0
sub-21_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-21_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-22_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;94.0
sub-22_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-22_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;954;1.0;95.0
sub-22_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-23_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-23_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-23_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;88.0
sub-23_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-24_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;95.0
sub-24_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;93.0
sub-24_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;91.0
sub-25_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;92.0
sub-25_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;90.0
sub-25_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;1.0;93.0
sub-25_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;1.0;92.0
sub-01_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;
sub-01_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;85.0
sub-01_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;
sub-01_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;79.0
sub-02_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;94.0
sub-02_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;93.0
sub-02_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;93.0
sub-02_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;91.0
sub-03_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;84.0
sub-03_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;93.0
sub-03_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;87.0
sub-03_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;93.0
sub-04_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;
sub-04_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;75.0
sub-04_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;23.0
sub-04_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;90.0
sub-05_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;94.0
sub-05_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;89.0
sub-05_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;95.0
sub-05_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;92.0
sub-06_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;62.0
sub-06_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;89.0
sub-06_ses-2_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;72.0
sub-07_ses-1_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;29.0
sub-07_ses-1_task-SB_setting-preproc_bold.nii.gz;11;219;0.4;55.0
sub-07_ses-2_task-MB4_setting-preproc_bold.nii.gz;11;955;0.4;
